Guarapuava,Brazil,nan,nan,nan,nan,nan,nan,nan,nan,0.67,0.77,0.77,1.84,4.79,3.83,5.94,1.51,0.57,0.57,nan,0.77,0.77,0.38,0.57,5.75,1.92,1.15,3.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,268.23,153.27,574.78,421.5,nan,nan,229.91,nan,0
Lienz,Austria,13.7,52.69,8.43,3.42,3.42,3.27,3.16,2.63,1.05,1.05,2.11,1.58,10.54,8.43,8.43,2.11,2.63,2.32,3.16,1.05,1.05,1.26,2.11,3.16,nan,3.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,526.87,316.12,684.93,421.5,nan,nan,1712.34,nan,0
Baie-Comeau,Canada,26.31,88.82,11.49,6.66,9.63,4.56,2.04,1.85,1.42,2.47,10.38,3.89,13.7,16.22,26.98,6.76,3.48,11.16,6.52,5.15,5.07,4.44,2.93,23.68,nan,nan,18.53,nan,nan,nan,nan,nan,nan,nan,nan,157.56,0.21,96.34,73.37,nan,nan,nan,nan,nan,nan,nan,nan,2445.79,2297.56,3075.77,2927.54,nan,nan,2149.33,4.53,0
