Offenburg,Germany,10.54,36.88,9.48,4.0,4.21,4.53,2.11,3.23,0.94,1.72,2.81,2.81,10.53,6.67,14.23,3.16,2.0,1.93,3.01,1.82,2.11,1.23,1.12,6.32,1.0,2.32,8.43,nan,nan,nan,nan,nan,nan,nan,nan,158.06,nan,46.89,36.88,nan,11.06,368.81,nan,26.34,31.61,60.59,94.84,790.31,632.25,1738.68,1211.81,nan,2423.61,1791.37,nan,0
Iola,United States,9.5,35.0,9.0,2.0,nan,5.5,1.64,1.0,0.66,1.1,1.65,nan,7.34,5.51,7.72,5.07,2.18,3.31,4.41,1.74,1.65,1.0,1.75,6.0,2.86,3.5,7.9,nan,nan,nan,nan,nan,nan,nan,nan,200.0,nan,150.0,35.0,nan,7.25,nan,nan,19.99,19.99,40.0,150.0,600.0,450.0,750.0,500.0,nan,nan,3333.33,3.0,0
