Jacobina,Brazil,1.92,nan,4.77,1.53,1.92,1.15,0.67,nan,1.15,0.77,1.34,2.3,9.58,3.45,5.15,1.92,1.34,nan,nan,nan,nan,0.57,nan,4.22,1.25,1.15,2.68,nan,nan,nan,nan,nan,nan,nan,nan,153.27,0.06,7.66,12.45,nan,nan,nan,nan,nan,nan,95.8,17.24,134.12,95.8,344.87,229.91,nan,nan,170.52,nan,0
Guarapuava,Brazil,nan,nan,nan,nan,nan,nan,nan,nan,0.67,0.77,0.77,1.84,4.79,3.83,5.94,1.51,0.57,0.57,nan,0.77,0.77,0.38,0.57,5.75,1.92,1.15,3.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,268.23,153.27,574.78,421.5,nan,nan,229.91,nan,0
