Palembang,Indonesia,0.97,6.48,2.92,2.59,1.62,nan,0.65,0.32,1.32,1.36,0.62,1.18,nan,3.4,7.63,3.08,1.13,1.78,0.58,0.78,2.27,0.32,0.49,nan,2.59,1.62,1.3,0.32,nan,nan,nan,nan,0.8,nan,nan,32.41,nan,35.65,12.96,nan,2.27,nan,nan,25.93,27.55,35.65,29.17,259.28,194.46,nan,nan,972.29,nan,159.65,nan,0
Siem Reap,Cambodia,2.25,21.0,6.0,1.0,2.0,1.2,nan,0.52,1.97,1.23,1.08,1.76,12.86,4.5,8.83,3.77,1.38,3.34,1.41,1.12,1.06,1.49,0.55,8.0,0.98,2.0,1.4,1.25,75.0,0.75,0.5,3.0,1.12,48000.0,40000.0,70.0,0.02,35.25,43.75,12.5,3.75,261.6,9062.5,22.0,16.67,45.33,39.38,237.5,207.5,616.67,425.0,nan,600.0,160.0,10.0,1
Santa Clara,Cuba,10.0,30.0,5.0,1.25,3.0,1.91,2.0,0.5,3.52,1.0,1.0,1.64,4.0,6.07,10.0,6.24,1.0,1.12,1.0,1.82,2.0,0.86,0.98,5.0,1.0,1.71,3.5,0.5,nan,1.0,0.5,15.0,1.14,80000.0,81500.0,11.5,0.26,80.0,6.0,nan,1.12,70.0,15166.67,55.5,44.33,79.17,78.0,nan,nan,nan,nan,nan,nan,25.0,5.73,1
