Guarapuava,Brazil,nan,nan,nan,nan,nan,nan,nan,nan,0.67,0.77,0.77,1.84,4.79,3.83,5.94,1.51,0.57,0.57,nan,0.77,0.77,0.38,0.57,5.75,1.92,1.15,3.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,268.23,153.27,574.78,421.5,nan,nan,229.91,nan,0
Santa Clara,Cuba,10.0,30.0,5.0,1.25,3.0,1.91,2.0,0.5,3.52,1.0,1.0,1.64,4.0,6.07,10.0,6.24,1.0,1.12,1.0,1.82,2.0,0.86,0.98,5.0,1.0,1.71,3.5,0.5,nan,1.0,0.5,15.0,1.14,80000.0,81500.0,11.5,0.26,80.0,6.0,nan,1.12,70.0,15166.67,55.5,44.33,79.17,78.0,nan,nan,nan,nan,nan,nan,25.0,5.73,0
